lote_id,fecha_inicio,fecha_fin,actividad,area,duracion_min,rendimiento_kg,humedad_pct,defectos_kg,motivo_parada,operadores,notas
L-1029,2025-10-19T08:57:55.296317,2025-10-19T09:20:55.296317,Control-Calidad-Molienda,Molienda,23,879,13.62,0,,5,
L-1029,2025-10-19T09:27:55.296317,2025-10-19T09:50:55.296317,Preparacion-Dosificacion,Envasado,23,801,14.0,0,,3,
L-1029,2025-10-19T10:43:55.296317,2025-10-19T11:17:55.296317,Sellado-Etiquetado,Envasado,34,803,9.9,0,,2,
L-1030,2025-10-19T14:03:55.296317,2025-10-19T14:32:55.296317,Limpieza,Acondicionamiento,29,1077,11.73,0,,6,
L-1030,2025-10-19T15:03:55.296317,2025-10-19T15:27:55.296317,Control-Materia-Prima,Acondicionamiento,24,972,12.43,0,,4,
L-1030,2025-10-19T16:07:55.296317,2025-10-19T16:49:55.296317,Preparacion-Alimentacion-Molinos,Molienda,42,1046,10.42,0,,2,
L-1030,2025-10-19T17:42:55.296317,2025-10-19T19:50:55.296317,Molienda,Molienda,128,958,8.0,0,,5,
L-1030,2025-10-19T20:17:55.296317,2025-10-19T20:41:55.296317,Control-Calidad-Molienda,Molienda,24,959,10.9,0,,5,
L-1030,2025-10-19T20:51:55.296317,2025-10-19T21:10:55.296317,Preparacion-Dosificacion,Envasado,19,890,16.34,0,,2,Humedad alta
L-1030,2025-10-19T21:17:55.296317,2025-10-19T21:48:55.296317,Sellado-Etiquetado,Envasado,31,843,16.58,0,,4,Humedad alta
L-1031,2025-09-23T20:44:55.296317,2025-09-23T21:14:55.296317,Limpieza,Acondicionamiento,30,992,12.3,0,,5,
L-1031,2025-09-23T21:26:55.296317,2025-09-23T21:47:55.296317,Control-Materia-Prima,Acondicionamiento,21,1008,10.18,0,,6,
L-1031,2025-09-23T22:21:55.296317,2025-09-23T23:15:55.296317,Preparacion-Alimentacion-Molinos,Molienda,54,998,8.9,0,,3,
L-1031,2025-09-23T23:38:55.296317,2025-09-24T01:38:55.296317,Molienda,Molienda,120,821,13.49,0,,2,
L-1031,2025-09-24T02:16:55.296317,2025-09-24T02:42:55.296317,Control-Calidad-Molienda,Molienda,26,896,9.07,0,,5,
L-1031,2025-09-24T03:42:55.296317,2025-09-24T04:01:55.296317,Preparacion-Dosificacion,Envasado,19,793,12.66,0,,1,
L-1031,2025-09-24T04:28:55.296317,2025-09-24T05:03:55.296317,Sellado-Etiquetado,Envasado,35,815,11.62,0,,3,
L-1032,2025-09-25T15:25:55.296317,2025-09-25T15:49:55.296317,Limpieza,Acondicionamiento,24,961,13.82,0,,5,
L-1032,2025-09-25T16:38:55.296317,2025-09-25T17:11:55.296317,Control-Materia-Prima,Acondicionamiento,33,1005,14.63,0,atasco,3,
L-1032,2025-09-25T17:18:55.296317,2025-09-25T18:09:55.296317,Preparacion-Alimentacion-Molinos,Molienda,51,927,13.97,0,,5,
L-1032,2025-09-25T18:30:55.296317,2025-09-25T20:50:55.296317,Molienda,Molienda,140,920,10.88,0,,4,
L-1032,2025-09-25T21:02:55.296317,2025-09-25T21:32:55.296317,Control-Calidad-Molienda,Molienda,30,920,9.45,0,,5,
L-1032,2025-09-25T21:58:55.296317,2025-09-25T22:20:55.296317,Preparacion-Dosificacion,Envasado,22,868,8.0,0,,4,
L-1032,2025-09-25T22:30:55.296317,2025-09-25T23:05:55.296317,Sellado-Etiquetado,Envasado,35,689,15.44,0,,1,Humedad alta
L-1033,2025-10-08T13:10:55.296317,2025-10-08T13:38:55.296317,Limpieza,Acondicionamiento,28,949,9.89,0,,2,
L-1033,2025-10-08T14:29:55.296317,2025-10-08T14:47:55.296317,Control-Materia-Prima,Acondicionamiento,18,1044,10.3,0,,2,
L-1033,2025-10-08T14:56:55.296317,2025-10-08T15:52:55.296317,Preparacion-Alimentacion-Molinos,Molienda,56,890,8.0,0,calibracion,3,
L-1033,2025-10-08T16:01:55.296317,2025-10-08T17:59:55.296317,Molienda,Molienda,118,907,15.58,0,,2,Humedad alta
L-1033,2025-10-08T18:42:55.296317,2025-10-08T19:08:55.296317,Control-Calidad-Molienda,Molienda,26,956,10.13,0,,4,
L-1033,2025-10-08T19:38:55.296317,2025-10-08T21:12:55.296317,Preparacion-Dosificacion,Envasado,94,860,13.86,0,atasco,4,
L-1033,2025-10-08T21:52:55.296317,2025-10-08T22:32:55.296317,Sellado-Etiquetado,Envasado,40,940,11.51,0,,4,
L-1034,2025-09-29T04:57:55.296317,2025-09-29T05:24:55.296317,Limpieza,Acondicionamiento,27,1018,12.74,0,,2,
L-1034,2025-09-29T06:20:55.296317,2025-09-29T06:38:55.296317,Control-Materia-Prima,Acondicionamiento,18,876,11.02,0,,4,
L-1034,2025-09-29T07:37:55.296317,2025-09-29T08:26:55.296317,Preparacion-Alimentacion-Molinos,Molienda,49,1007,15.29,0,,4,Humedad alta
L-1034,2025-09-29T09:03:55.296317,2025-09-29T11:09:55.296317,Molienda,Molienda,126,1080,12.48,0,,6,
L-1034,2025-09-29T11:37:55.296317,2025-09-29T11:59:55.296317,Control-Calidad-Molienda,Molienda,22,723,13.45,0,,2,
L-1034,2025-09-29T12:23:55.296317,2025-09-29T12:39:55.296317,Preparacion-Dosificacion,Envasado,16,938,9.45,0,,2,
L-1034,2025-09-29T13:04:55.296317,2025-09-29T13:39:55.296317,Sellado-Etiquetado,Envasado,35,828,9.87,0,,2,
L-1035,2025-09-29T11:56:55.296317,2025-09-29T12:18:55.296317,Limpieza,Acondicionamiento,22,1063,13.21,0,,4,
L-1035,2025-09-29T13:08:55.296317,2025-09-29T13:28:55.296317,Control-Materia-Prima,Acondicionamiento,20,1026,18.0,0,,2,Humedad alta
L-1035,2025-09-29T13:49:55.296317,2025-09-29T14:38:55.296317,Preparacion-Alimentacion-Molinos,Molienda,49,1107,11.46,0,,3,
L-1035,2025-09-29T15:20:55.296317,2025-09-29T17:39:55.296317,Molienda,Molienda,139,934,11.48,0,,6,
L-1035,2025-09-29T18:05:55.296317,2025-09-29T18:32:55.296317,Control-Calidad-Molienda,Molienda,27,832,12.27,0,,6,
L-1035,2025-09-29T18:53:55.296317,2025-09-29T19:12:55.296317,Preparacion-Dosificacion,Envasado,19,818,8.53,0,,4,
L-1035,2025-09-29T19:57:55.296317,2025-09-29T20:26:55.296317,Sellado-Etiquetado,Envasado,29,845,11.4,0,,4,
L-1036,2025-09-26T08:26:55.296317,2025-09-26T08:58:55.296317,Limpieza,Acondicionamiento,32,1039,14.17,0,,3,
L-1036,2025-09-26T09:23:55.296317,2025-09-26T09:44:55.296317,Control-Materia-Prima,Acondicionamiento,21,953,14.29,0,,6,
L-1036,2025-09-26T10:24:55.296317,2025-09-26T11:08:55.296317,Preparacion-Alimentacion-Molinos,Molienda,44,988,13.15,0,,3,
L-1036,2025-09-26T11:19:55.296317,2025-09-26T13:51:55.296317,Molienda,Molienda,152,947,13.71,0,,4,
L-1036,2025-09-26T14:32:55.296317,2025-09-26T14:54:55.296317,Control-Calidad-Molienda,Molienda,22,892,10.4,0,,5,
L-1036,2025-09-26T15:30:55.296317,2025-09-26T15:52:55.296317,Preparacion-Dosificacion,Envasado,22,830,14.11,0,,3,
L-1036,2025-09-26T16:00:55.296317,2025-09-26T16:37:55.296317,Sellado-Etiquetado,Envasado,37,937,12.91,0,,4,
L-1037,2025-10-18T01:12:55.296317,2025-10-18T01:43:55.296317,Limpieza,Acondicionamiento,31,1001,13.31,0,,2,
L-1037,2025-10-18T02:13:55.296317,2025-10-18T02:34:55.296317,Control-Materia-Prima,Acondicionamiento,21,1085,13.01,0,,5,
L-1037,2025-10-18T03:11:55.296317,2025-10-18T03:49:55.296317,Preparacion-Alimentacion-Molinos,Molienda,38,975,13.59,0,,2,
L-1037,2025-10-18T04:19:55.296317,2025-10-18T06:01:55.296317,Molienda,Molienda,102,770,17.26,0,,3,Humedad alta
L-1037,2025-10-18T06:18:55.296317,2025-10-18T06:40:55.296317,Control-Calidad-Molienda,Molienda,22,861,12.68,0,,6,
L-1037,2025-10-18T07:14:55.296317,2025-10-18T07:34:55.296317,Preparacion-Dosificacion,Envasado,20,957,16.26,0,,3,Humedad alta
L-1037,2025-10-18T07:49:55.296317,2025-10-18T08:19:55.296317,Sellado-Etiquetado,Envasado,30,922,13.84,0,,4,
L-1038,2025-10-19T05:51:55.296317,2025-10-19T06:16:55.296317,Limpieza,Acondicionamiento,25,960,16.37,0,,5,Humedad alta
L-1038,2025-10-19T06:58:55.296317,2025-10-19T07:16:55.296317,Control-Materia-Prima,Acondicionamiento,18,1140,14.44,0,,6,
L-1038,2025-10-19T07:57:55.296317,2025-10-19T08:36:55.296317,Preparacion-Alimentacion-Molinos,Molienda,39,953,12.8,0,,6,
L-1038,2025-10-19T09:30:55.296317,2025-10-19T11:34:55.296317,Molienda,Molienda,124,870,11.73,0,,2,
L-1038,2025-10-19T12:07:55.296317,2025-10-19T12:31:55.296317,Control-Calidad-Molienda,Molienda,24,885,13.32,0,,6,
L-1038,2025-10-19T13:06:55.296317,2025-10-19T13:28:55.296317,Preparacion-Dosificacion,Envasado,22,807,13.26,0,,4,
L-1038,2025-10-19T14:06:55.296317,2025-10-19T14:41:55.296317,Sellado-Etiquetado,Envasado,35,760,16.38,0,,3,Humedad alta
L-1039,2025-10-05T15:45:55.296317,2025-10-05T16:13:55.296317,Limpieza,Acondicionamiento,28,970,12.07,0,,4,
L-1039,2025-10-05T17:07:55.296317,2025-10-05T17:30:55.296317,Control-Materia-Prima,Acondicionamiento,23,988,13.65,0,,4,
L-1039,2025-10-05T18:10:55.296317,2025-10-05T19:03:55.296317,Preparacion-Alimentacion-Molinos,Molienda,53,902,11.81,0,,5,
L-1039,2025-10-05T20:00:55.296317,2025-10-05T22:07:55.296317,Molienda,Molienda,127,838,15.56,0,,2,Humedad alta
L-1039,2025-10-05T22:34:55.296317,2025-10-05T23:02:55.296317,Control-Calidad-Molienda,Molienda,28,857,11.97,0,,6,
L-1039,2025-10-05T23:51:55.296317,2025-10-06T00:09:55.296317,Preparacion-Dosificacion,Envasado,18,875,13.19,0,,1,
L-1039,2025-10-06T00:56:55.296317,2025-10-06T01:33:55.296317,Sellado-Etiquetado,Envasado,37,845,12.12,0,,2,
L-1040,2025-10-18T16:07:55.296317,2025-10-18T16:38:55.296317,Limpieza,Acondicionamiento,31,1040,11.8,0,,5,
L-1040,2025-10-18T17:13:55.296317,2025-10-18T17:30:55.296317,Control-Materia-Prima,Acondicionamiento,17,904,11.52,0,,6,
L-1040,2025-10-18T17:49:55.296317,2025-10-18T18:38:55.296317,Preparacion-Alimentacion-Molinos,Molienda,49,846,11.12,0,,3,
L-1040,2025-10-18T19:09:55.296317,2025-10-18T21:15:55.296317,Molienda,Molienda,126,873,19.5,0,,4,Humedad alta
L-1040,2025-10-18T21:22:55.296317,2025-10-18T21:42:55.296317,Control-Calidad-Molienda,Molienda,20,981,12.19,0,,4,
L-1040,2025-10-18T22:16:55.296317,2025-10-18T22:38:55.296317,Preparacion-Dosificacion,Envasado,22,874,8.0,0,,2,
L-1040,2025-10-18T23:34:55.296317,2025-10-19T00:09:55.296317,Sellado-Etiquetado,Envasado,35,897,12.97,0,,2,
L-1041,2025-10-08T23:12:55.296317,2025-10-08T23:43:55.296317,Limpieza,Acondicionamiento,31,912,12.07,0,,5,
L-1041,2025-10-09T00:20:55.296317,2025-10-09T00:38:55.296317,Control-Materia-Prima,Acondicionamiento,18,966,14.23,0,,5,
L-1041,2025-10-09T01:03:55.296317,2025-10-09T01:48:55.296317,Preparacion-Alimentacion-Molinos,Molienda,45,946,9.98,0,,6,
L-1041,2025-10-09T02:39:55.296317,2025-10-09T04:49:55.296317,Molienda,Molienda,130,855,11.14,0,,2,
L-1041,2025-10-09T05:23:55.296317,2025-10-09T05:46:55.296317,Control-Calidad-Molienda,Molienda,23,960,8.0,0,,2,
L-1041,2025-10-09T06:31:55.296317,2025-10-09T06:50:55.296317,Preparacion-Dosificacion,Envasado,19,924,10.95,0,,2,
L-1041,2025-10-09T07:25:55.296317,2025-10-09T08:03:55.296317,Sellado-Etiquetado,Envasado,38,952,9.96,0,,2,
L-1042,2025-10-04T21:17:55.296317,2025-10-04T21:44:55.296317,Limpieza,Acondicionamiento,27,960,8.95,0,,6,
L-1042,2025-10-04T22:34:55.296317,2025-10-04T22:50:55.296317,Control-Materia-Prima,Acondicionamiento,16,1119,15.58,0,,6,Humedad alta
L-1042,2025-10-04T23:04:55.296317,2025-10-04T23:55:55.296317,Preparacion-Alimentacion-Molinos,Molienda,51,1016,16.22,0,,6,Humedad alta
L-1042,2025-10-05T00:31:55.296317,2025-10-05T02:45:55.296317,Molienda,Molienda,134,940,12.99,0,,2,
L-1042,2025-10-05T03:25:55.296317,2025-10-05T03:46:55.296317,Control-Calidad-Molienda,Molienda,21,788,13.06,0,,2,
L-1042,2025-10-05T04:38:55.296317,2025-10-05T04:58:55.296317,Preparacion-Dosificacion,Envasado,20,903,8.56,0,,1,
L-1042,2025-10-05T05:33:55.296317,2025-10-05T06:11:55.296317,Sellado-Etiquetado,Envasado,38,931,12.51,0,,4,
L-1043,2025-10-11T00:46:55.296317,2025-10-11T01:08:55.296317,Limpieza,Acondicionamiento,22,1049,11.27,0,,3,
L-1043,2025-10-11T01:54:55.296317,2025-10-11T02:14:55.296317,Control-Materia-Prima,Acondicionamiento,20,1022,11.03,0,,3,
L-1043,2025-10-11T03:05:55.296317,2025-10-11T04:00:55.296317,Preparacion-Alimentacion-Molinos,Molienda,55,933,12.27,0,,5,
L-1043,2025-10-11T04:39:55.296317,2025-10-11T05:59:55.296317,Molienda,Molienda,80,866,13.24,0,,3,
L-1043,2025-10-11T06:50:55.296317,2025-10-11T07:15:55.296317,Control-Calidad-Molienda,Molienda,25,883,10.15,0,,3,
L-1043,2025-10-11T07:33:55.296317,2025-10-11T07:50:55.296317,Preparacion-Dosificacion,Envasado,17,955,13.38,0,,1,
L-1043,2025-10-11T08:10:55.296317,2025-10-11T08:44:55.296317,Sellado-Etiquetado,Envasado,34,808,12.17,0,,3,
L-1044,2025-10-19T20:15:55.296317,2025-10-19T20:47:55.296317,Limpieza,Acondicionamiento,32,960,15.06,0,,4,Humedad alta
L-1044,2025-10-19T21:01:55.296317,2025-10-19T21:23:55.296317,Control-Materia-Prima,Acondicionamiento,22,992,10.28,0,,3,
L-1044,2025-10-19T22:08:55.296317,2025-10-19T22:55:55.296317,Preparacion-Alimentacion-Molinos,Molienda,47,913,9.13,0,,5,
L-1044,2025-10-19T23:50:55.296317,2025-10-20T01:28:55.296317,Molienda,Molienda,98,885,10.23,0,,3,
L-1044,2025-10-20T02:27:55.296317,2025-10-20T02:53:55.296317,Control-Calidad-Molienda,Molienda,26,919,16.88,0,,2,Humedad alta
L-1044,2025-10-20T03:33:55.296317,2025-10-20T03:50:55.296317,Preparacion-Dosificacion,Envasado,17,913,9.56,0,,1,
L-1044,2025-10-20T04:23:55.296317,2025-10-20T04:57:55.296317,Sellado-Etiquetado,Envasado,34,885,11.1,0,,3,
L-1045,2025-10-21T03:47:55.296317,2025-10-21T04:11:55.296317,Limpieza,Acondicionamiento,24,914,13.6,0,,5,
L-1045,2025-10-21T04:29:55.296317,2025-10-21T06:36:55.296317,Control-Materia-Prima,Acondicionamiento,127,1042,10.35,0,atasco,2,
L-1045,2025-10-21T07:28:55.296317,2025-10-21T08:19:55.296317,Preparacion-Alimentacion-Molinos,Molienda,51,949,12.16,0,,6,
L-1045,2025-10-21T08:44:55.296317,2025-10-21T11:03:55.296317,Molienda,Molienda,139,909,9.58,0,,4,
L-1045,2025-10-21T11:31:55.296317,2025-10-21T11:52:55.296317,Control-Calidad-Molienda,Molienda,21,894,17.74,0,,3,Humedad alta
L-1045,2025-10-21T12:20:55.296317,2025-10-21T12:43:55.296317,Preparacion-Dosificacion,Envasado,23,872,12.71,0,,1,
L-1045,2025-10-21T13:04:55.296317,2025-10-21T13:33:55.296317,Sellado-Etiquetado,Envasado,29,843,11.61,0,,2,
L-1046,2025-10-18T16:26:55.296317,2025-10-18T16:53:55.296317,Limpieza,Acondicionamiento,27,939,8.86,0,,5,
L-1046,2025-10-18T17:27:55.296317,2025-10-18T17:49:55.296317,Control-Materia-Prima,Acondicionamiento,22,1108,13.94,0,,6,
L-1046,2025-10-18T18:35:55.296317,2025-10-18T19:27:55.296317,Preparacion-Alimentacion-Molinos,Molienda,52,1028,11.19,0,,2,
L-1046,2025-10-18T20:20:55.296317,2025-10-18T22:27:55.296317,Molienda,Molienda,127,901,11.36,0,,5,
L-1046,2025-10-18T22:55:55.296317,2025-10-18T23:19:55.296317,Control-Calidad-Molienda,Molienda,24,983,13.32,0,,5,
L-1046,2025-10-18T23:25:55.296317,2025-10-18T23:48:55.296317,Preparacion-Dosificacion,Envasado,23,883,15.06,0,,1,Humedad alta
L-1046,2025-10-19T00:25:55.296317,2025-10-19T01:00:55.296317,Sellado-Etiquetado,Envasado,35,905,8.55,0,,1,
L-1047,2025-10-17T11:46:55.296317,2025-10-17T12:17:55.296317,Limpieza,Acondicionamiento,31,1036,8.0,0,,4,
L-1047,2025-10-17T12:47:55.296317,2025-10-17T13:06:55.296317,Control-Materia-Prima,Acondicionamiento,19,949,12.48,0,,2,
L-1047,2025-10-17T13:52:55.296317,2025-10-17T14:44:55.296317,Preparacion-Alimentacion-Molinos,Molienda,52,944,14.5,0,,2,
L-1047,2025-10-17T15:33:55.296317,2025-10-17T17:35:55.296317,Molienda,Molienda,122,935,14.59,0,,6,
L-1047,2025-10-17T18:34:55.296317,2025-10-17T19:05:55.296317,Control-Calidad-Molienda,Molienda,31,878,13.58,0,,6,
L-1047,2025-10-17T19:40:55.296317,2025-10-17T19:59:55.296317,Preparacion-Dosificacion,Envasado,19,861,17.63,0,,1,Humedad alta
L-1047,2025-10-17T20:15:55.296317,2025-10-17T20:53:55.296317,Sellado-Etiquetado,Envasado,38,847,15.23,0,,4,Humedad alta
L-1048,2025-10-07T05:53:55.296317,2025-10-07T06:21:55.296317,Limpieza,Acondicionamiento,28,1027,13.58,0,,6,
L-1048,2025-10-07T06:47:55.296317,2025-10-07T07:04:55.296317,Control-Materia-Prima,Acondicionamiento,17,1076,12.96,0,,4,
L-1048,2025-10-07T07:12:55.296317,2025-10-07T07:49:55.296317,Preparacion-Alimentacion-Molinos,Molienda,37,989,13.05,0,,6,
L-1048,2025-10-07T08:32:55.296317,2025-10-07T10:12:55.296317,Molienda,Molienda,100,965,13.96,0,,4,
L-1048,2025-10-07T10:52:55.296317,2025-10-07T11:17:55.296317,Control-Calidad-Molienda,Molienda,25,962,11.04,0,,2,
L-1048,2025-10-07T12:11:55.296317,2025-10-07T12:27:55.296317,Preparacion-Dosificacion,Envasado,16,805,11.76,0,,2,
L-1048,2025-10-07T13:19:55.296317,2025-10-07T13:52:55.296317,Sellado-Etiquetado,Envasado,33,825,13.51,0,,4,
L-1049,2025-10-05T21:39:55.296317,2025-10-05T22:10:55.296317,Limpieza,Acondicionamiento,31,1017,9.11,0,,2,
L-1049,2025-10-05T22:37:55.296317,2025-10-05T22:58:55.296317,Control-Materia-Prima,Acondicionamiento,21,911,10.87,0,,2,
L-1049,2025-10-05T23:21:55.296317,2025-10-05T23:57:55.296317,Preparacion-Alimentacion-Molinos,Molienda,36,1009,11.5,0,,6,
L-1049,2025-10-06T00:12:55.296317,2025-10-06T01:53:55.296317,Molienda,Molienda,101,884,10.6,0,,3,
L-1049,2025-10-06T02:02:55.296317,2025-10-06T02:28:55.296317,Control-Calidad-Molienda,Molienda,26,943,10.66,0,,5,
L-1049,2025-10-06T03:11:55.296317,2025-10-06T04:26:55.296317,Preparacion-Dosificacion,Envasado,75,829,10.15,0,calibracion,4,
L-1049,2025-10-06T05:22:55.296317,2025-10-06T05:59:55.296317,Sellado-Etiquetado,Envasado,37,820,8.0,0,,3,
L-1050,2025-10-21T01:52:55.296317,2025-10-21T02:24:55.296317,Limpieza,Acondicionamiento,32,1044,11.46,0,,4,
L-1050,2025-10-21T02:47:55.296317,2025-10-21T03:06:55.296317,Control-Materia-Prima,Acondicionamiento,19,901,16.27,0,,5,Humedad alta
L-1050,2025-10-21T03:34:55.296317,2025-10-21T04:17:55.296317,Preparacion-Alimentacion-Molinos,Molienda,43,1014,14.11,0,,6,
L-1050,2025-10-21T04:23:55.296317,2025-10-21T06:38:55.296317,Molienda,Molienda,135,879,11.31,0,,5,
L-1050,2025-10-21T07:26:55.296317,2025-10-21T07:47:55.296317,Control-Calidad-Molienda,Molienda,21,810,12.02,0,,5,
L-1050,2025-10-21T08:42:55.296317,2025-10-21T09:00:55.296317,Preparacion-Dosificacion,Envasado,18,926,9.3,0,,4,
L-1050,2025-10-21T09:39:55.296317,2025-10-21T10:10:55.296317,Sellado-Etiquetado,Envasado,31,1025,13.5,0,,1,
L-1051,2025-10-04T22:08:55.296317,2025-10-04T22:36:55.296317,Limpieza,Acondicionamiento,28,945,11.55,0,,5,
L-1051,2025-10-04T23:29:55.296317,2025-10-04T23:48:55.296317,Control-Materia-Prima,Acondicionamiento,19,938,15.89,0,,3,Humedad alta
L-1051,2025-10-05T00:25:55.296317,2025-10-05T01:09:55.296317,Preparacion-Alimentacion-Molinos,Molienda,44,865,11.33,0,,6,
L-1051,2025-10-05T01:58:55.296317,2025-10-05T03:48:55.296317,Molienda,Molienda,110,842,11.99,0,,5,
L-1051,2025-10-05T03:58:55.296317,2025-10-05T04:28:55.296317,Control-Calidad-Molienda,Molienda,30,999,13.36,0,,5,
L-1051,2025-10-05T04:55:55.296317,2025-10-05T05:16:55.296317,Preparacion-Dosificacion,Envasado,21,814,12.4,0,,3,
L-1051,2025-10-05T05:23:55.296317,2025-10-05T05:58:55.296317,Sellado-Etiquetado,Envasado,35,842,14.11,0,,2,
L-1052,2025-10-01T13:32:55.296317,2025-10-01T13:57:55.296317,Limpieza,Acondicionamiento,25,940,11.28,0,,5,
L-1052,2025-10-01T14:42:55.296317,2025-10-01T15:03:55.296317,Control-Materia-Prima,Acondicionamiento,21,1091,11.45,0,,6,
L-1052,2025-10-01T15:35:55.296317,2025-10-01T16:20:55.296317,Preparacion-Alimentacion-Molinos,Molienda,45,870,14.51,0,,2,
L-1052,2025-10-01T17:01:55.296317,2025-10-01T19:24:55.296317,Molienda,Molienda,143,976,12.86,0,,5,
L-1052,2025-10-01T20:02:55.296317,2025-10-01T20:29:55.296317,Control-Calidad-Molienda,Molienda,27,953,11.54,0,,2,
L-1052,2025-10-01T20:56:55.296317,2025-10-01T21:14:55.296317,Preparacion-Dosificacion,Envasado,18,934,13.75,0,,1,
L-1052,2025-10-01T22:02:55.296317,2025-10-01T22:42:55.296317,Sellado-Etiquetado,Envasado,40,890,12.93,0,,2,
L-1053,2025-10-11T07:18:55.296317,2025-10-11T07:46:55.296317,Limpieza,Acondicionamiento,28,1018,10.81,0,,3,
L-1053,2025-10-11T08:26:55.296317,2025-10-11T08:47:55.296317,Control-Materia-Prima,Acondicionamiento,21,1028,13.79,0,,6,
L-1053,2025-10-11T08:55:55.296317,2025-10-11T09:48:55.296317,Preparacion-Alimentacion-Molinos,Molienda,53,827,10.36,0,,5,
L-1053,2025-10-11T10:19:55.296317,2025-10-11T12:19:55.296317,Molienda,Molienda,120,873,9.62,0,,2,
L-1053,2025-10-11T13:00:55.296317,2025-10-11T13:29:55.296317,Control-Calidad-Molienda,Molienda,29,920,11.48,0,,5,
L-1053,2025-10-11T14:10:55.296317,2025-10-11T14:31:55.296317,Preparacion-Dosificacion,Envasado,21,875,8.0,0,,1,
L-1053,2025-10-11T14:53:55.296317,2025-10-11T15:29:55.296317,Sellado-Etiquetado,Envasado,36,758,8.88,0,,2,
L-1054,2025-09-28T06:51:55.296317,2025-09-28T07:25:55.296317,Limpieza,Acondicionamiento,34,991,8.37,0,,2,
L-1054,2025-09-28T07:58:55.296317,2025-09-28T08:17:55.296317,Control-Materia-Prima,Acondicionamiento,19,1138,16.28,0,,3,Humedad alta
L-1054,2025-09-28T09:13:55.296317,2025-09-28T10:03:55.296317,Preparacion-Alimentacion-Molinos,Molienda,50,942,8.19,0,,5,
L-1054,2025-09-28T10:18:55.296317,2025-09-28T11:59:55.296317,Molienda,Molienda,101,826,13.76,0,,6,
L-1054,2025-09-28T12:38:55.296317,2025-09-28T12:57:55.296317,Control-Calidad-Molienda,Molienda,19,985,18.06,0,,6,Humedad alta
L-1054,2025-09-28T13:45:55.296317,2025-09-28T14:05:55.296317,Preparacion-Dosificacion,Envasado,20,849,12.0,0,,2,
L-1054,2025-09-28T14:54:55.296317,2025-09-28T15:24:55.296317,Sellado-Etiquetado,Envasado,30,900,10.59,0,,4,
L-1055,2025-09-30T02:17:55.296317,2025-09-30T02:44:55.296317,Limpieza,Acondicionamiento,27,974,9.65,0,,2,
L-1055,2025-09-30T03:14:55.296317,2025-09-30T03:35:55.296317,Control-Materia-Prima,Acondicionamiento,21,943,11.8,0,,5,
L-1055,2025-09-30T04:00:55.296317,2025-09-30T04:35:55.296317,Preparacion-Alimentacion-Molinos,Molienda,35,883,12.63,0,,4,
L-1055,2025-09-30T05:34:55.296317,2025-09-30T07:28:55.296317,Molienda,Molienda,114,971,13.2,0,,3,
L-1055,2025-09-30T08:04:55.296317,2025-09-30T08:28:55.296317,Control-Calidad-Molienda,Molienda,24,1017,10.28,0,,4,
L-1055,2025-09-30T09:16:55.296317,2025-09-30T09:38:55.296317,Preparacion-Dosificacion,Envasado,22,881,11.24,0,,1,
L-1055,2025-09-30T09:50:55.296317,2025-09-30T10:27:55.296317,Sellado-Etiquetado,Envasado,37,854,8.0,0,,2,
L-1056,2025-10-07T08:43:55.296317,2025-10-07T09:16:55.296317,Limpieza,Acondicionamiento,33,1088,16.88,0,,4,Humedad alta
L-1056,2025-10-07T09:26:55.296317,2025-10-07T09:42:55.296317,Control-Materia-Prima,Acondicionamiento,16,1109,13.27,0,,3,
L-1056,2025-10-07T10:14:55.296317,2025-10-07T11:03:55.296317,Preparacion-Alimentacion-Molinos,Molienda,49,891,8.77,77,,3,Defectos detectados
L-1056,2025-10-07T11:41:55.296317,2025-10-07T13:40:55.296317,Molienda,Molienda,119,892,10.46,0,,3,
L-1056,2025-10-07T14:15:55.296317,2025-10-07T14:34:55.296317,Control-Calidad-Molienda,Molienda,19,955,13.06,0,,4,
L-1056,2025-10-07T15:02:55.296317,2025-10-07T15:22:55.296317,Preparacion-Dosificacion,Envasado,20,857,12.61,0,,2,
L-1056,2025-10-07T15:31:55.296317,2025-10-07T15:59:55.296317,Sellado-Etiquetado,Envasado,28,862,11.94,0,,2,
L-1057,2025-09-30T12:20:55.296317,2025-09-30T12:54:55.296317,Limpieza,Acondicionamiento,34,953,10.36,0,,2,
L-1057,2025-09-30T13:36:55.296317,2025-09-30T13:56:55.296317,Control-Materia-Prima,Acondicionamiento,20,991,9.69,0,,3,
L-1057,2025-09-30T14:18:55.296317,2025-09-30T15:00:55.296317,Preparacion-Alimentacion-Molinos,Molienda,42,910,8.78,0,,2,
L-1057,2025-09-30T15:59:55.296317,2025-09-30T17:45:55.296317,Molienda,Molienda,106,973,8.0,0,,3,
L-1057,2025-09-30T18:37:55.296317,2025-09-30T18:58:55.296317,Control-Calidad-Molienda,Molienda,21,957,12.94,0,,3,
L-1057,2025-09-30T19:34:55.296317,2025-09-30T20:39:55.296317,Preparacion-Dosificacion,Envasado,65,864,11.27,0,falla_electrica,2,
L-1057,2025-09-30T21:08:55.296317,2025-09-30T21:46:55.296317,Sellado-Etiquetado,Envasado,38,809,9.49,0,,1,
L-1058,2025-10-20T08:33:55.296317,2025-10-20T09:07:55.296317,Limpieza,Acondicionamiento,34,1049,12.8,0,,5,
